UserId,Email,Gender,BirthDate,MaritalStatus,TotalChildren
YBI375,YBI375@ybifoundation.ybif,Female,01-08-1972,Single,0
YBI376,YBI376@ybifoundation.ybif,Male,15-05-1968,Single,0
YBI377,YBI377@ybifoundation.ybif,Male,22-06-1968,Married,4
YBI378,YBI378@ybifoundation.ybif,Female,05-02-1968,Married,4
YBI379,YBI379@ybifoundation.ybif,Male,09-10-1967,Single,1
YBI380,YBI380@ybifoundation.ybif,Female,21-11-1967,Married,1
YBI381,YBI381@ybifoundation.ybif,Female,01-09-1967,Single,0
YBI382,YBI382@ybifoundation.ybif,Male,13-07-1967,Married,0
YBI383,YBI383@ybifoundation.ybif,Male,05-03-1963,Single,0
YBI384,YBI384@ybifoundation.ybif,Male,25-01-1968,Married,4
YBI385,YBI385@ybifoundation.ybif,Male,04-07-1942,Married,2
YBI386,YBI386@ybifoundation.ybif,Male,24-08-1943,Married,2
YBI387,YBI387@ybifoundation.ybif,Female,14-06-1943,Married,2
YBI388,YBI388@ybifoundation.ybif,Female,02-01-1943,Married,1
YBI389,YBI389@ybifoundation.ybif,Male,08-08-1943,Married,2
YBI390,YBI390@ybifoundation.ybif,Female,25-08-1944,Single,4
YBI391,YBI391@ybifoundation.ybif,Female,15-07-1944,Single,4
YBI392,YBI392@ybifoundation.ybif,Female,16-11-1944,Single,4
YBI393,YBI393@ybifoundation.ybif,Female,08-10-1944,Single,4
YBI394,YBI394@ybifoundation.ybif,Female,21-05-1944,Single,4
YBI395,YBI395@ybifoundation.ybif,Female,22-02-1944,Married,4
YBI396,YBI396@ybifoundation.ybif,Female,06-09-1944,Married,4
YBI397,YBI397@ybifoundation.ybif,Male,22-06-1944,Married,5
YBI398,YBI398@ybifoundation.ybif,Female,18-12-1945,Single,5
YBI399,YBI399@ybifoundation.ybif,Male,13-09-1945,Married,4
YBI400,YBI400@ybifoundation.ybif,Male,13-02-1945,Married,4
YBI401,YBI401@ybifoundation.ybif,Female,10-06-1945,Married,4
YBI402,YBI402@ybifoundation.ybif,Female,10-02-1946,Married,5
YBI403,YBI403@ybifoundation.ybif,Male,07-06-1946,Married,5
YBI404,YBI404@ybifoundation.ybif,Female,18-06-1946,Married,3
YBI405,YBI405@ybifoundation.ybif,Female,26-11-1946,Single,4
YBI406,YBI406@ybifoundation.ybif,Female,06-11-1946,Married,4
YBI407,YBI407@ybifoundation.ybif,Male,22-11-1947,Married,4
YBI408,YBI408@ybifoundation.ybif,Female,18-08-1947,Married,4
YBI409,YBI409@ybifoundation.ybif,Female,26-08-1947,Married,5
YBI410,YBI410@ybifoundation.ybif,Male,21-08-1948,Married,2
YBI411,YBI411@ybifoundation.ybif,Female,24-07-1948,Married,2
YBI412,YBI412@ybifoundation.ybif,Male,24-09-1948,Married,2
YBI413,YBI413@ybifoundation.ybif,Female,19-07-1948,Single,2
YBI414,YBI414@ybifoundation.ybif,Female,04-02-1948,Married,2
YBI415,YBI415@ybifoundation.ybif,Female,13-01-1948,Married,2
YBI416,YBI416@ybifoundation.ybif,Male,08-06-1948,Married,4
YBI417,YBI417@ybifoundation.ybif,Female,12-10-1949,Married,2
YBI418,YBI418@ybifoundation.ybif,Female,05-11-1949,Married,2
YBI419,YBI419@ybifoundation.ybif,Female,14-05-1949,Single,2
YBI420,YBI420@ybifoundation.ybif,Male,07-11-1949,Single,2
YBI421,YBI421@ybifoundation.ybif,Female,21-06-1950,Married,2
YBI422,YBI422@ybifoundation.ybif,Female,20-05-1950,Single,2
YBI423,YBI423@ybifoundation.ybif,Female,11-02-1950,Single,2
YBI424,YBI424@ybifoundation.ybif,Female,11-09-1950,Single,2
YBI425,YBI425@ybifoundation.ybif,Male,02-12-1950,Married,2
YBI426,YBI426@ybifoundation.ybif,Female,23-02-1950,Married,2
YBI427,YBI427@ybifoundation.ybif,Male,10-06-1950,Married,4
YBI428,YBI428@ybifoundation.ybif,Female,17-08-1950,Married,3
YBI429,YBI429@ybifoundation.ybif,Female,16-09-1951,Single,2
YBI430,YBI430@ybifoundation.ybif,Female,06-09-1951,Single,2
YBI431,YBI431@ybifoundation.ybif,Female,27-09-1951,Married,2
YBI432,YBI432@ybifoundation.ybif,Male,12-08-1951,Single,2
YBI433,YBI433@ybifoundation.ybif,Female,19-04-1951,Married,2
YBI434,YBI434@ybifoundation.ybif,Male,03-12-1951,Single,4
YBI435,YBI435@ybifoundation.ybif,Female,03-04-1951,Married,4
YBI436,YBI436@ybifoundation.ybif,Male,14-11-1952,Married,2
YBI437,YBI437@ybifoundation.ybif,Female,27-09-1952,Married,3
YBI438,YBI438@ybifoundation.ybif,Male,09-09-1952,Married,4
YBI439,YBI439@ybifoundation.ybif,,19-11-1952,Single,4
YBI440,YBI440@ybifoundation.ybif,Male,08-02-1952,Married,4
YBI441,YBI441@ybifoundation.ybif,Male,05-03-1952,Single,5
YBI442,YBI442@ybifoundation.ybif,Male,23-09-1958,Single,2
YBI443,YBI443@ybifoundation.ybif,Female,10-08-1958,Single,2
YBI444,YBI444@ybifoundation.ybif,Female,06-10-1958,Married,2
YBI445,YBI445@ybifoundation.ybif,Female,11-12-1958,Married,2
YBI446,YBI446@ybifoundation.ybif,Female,11-10-1957,Single,2
YBI447,YBI447@ybifoundation.ybif,Male,11-11-1957,Married,2
YBI448,YBI448@ybifoundation.ybif,Female,09-10-1957,Married,2
YBI449,YBI449@ybifoundation.ybif,Female,26-11-1957,Single,2
YBI450,YBI450@ybifoundation.ybif,Male,27-10-1956,Married,3
YBI451,YBI451@ybifoundation.ybif,Female,06-06-1956,Single,3
YBI452,YBI452@ybifoundation.ybif,Male,26-03-1955,Married,3
YBI453,YBI453@ybifoundation.ybif,Female,13-07-1955,Married,3
YBI454,YBI454@ybifoundation.ybif,Female,12-03-1955,Married,3
YBI455,YBI455@ybifoundation.ybif,Male,04-07-1932,Single,4
YBI456,YBI456@ybifoundation.ybif,Male,07-06-1932,Single,3
YBI457,YBI457@ybifoundation.ybif,Male,28-02-1933,Married,2
YBI458,YBI458@ybifoundation.ybif,Male,03-03-1933,Married,4
YBI459,YBI459@ybifoundation.ybif,Male,04-04-1933,Married,4
YBI460,YBI460@ybifoundation.ybif,Female,20-09-1933,Married,4
YBI461,YBI461@ybifoundation.ybif,Female,06-01-1933,Single,1
YBI462,YBI462@ybifoundation.ybif,Male,28-06-1933,Married,1
YBI463,YBI463@ybifoundation.ybif,Female,27-03-1965,Married,4
YBI464,YBI464@ybifoundation.ybif,Female,12-04-1965,Married,2
YBI465,YBI465@ybifoundation.ybif,Female,24-04-1965,Married,1
YBI466,YBI466@ybifoundation.ybif,Female,04-05-1964,Married,4
YBI467,YBI467@ybifoundation.ybif,Female,11-09-1964,Married,5
YBI468,YBI468@ybifoundation.ybif,Male,17-06-1964,Single,5
YBI469,YBI469@ybifoundation.ybif,Female,13-07-1964,Married,5
YBI470,YBI470@ybifoundation.ybif,Female,05-05-1964,Single,0
YBI471,YBI471@ybifoundation.ybif,Male,02-10-1964,Single,4
YBI472,YBI472@ybifoundation.ybif,Female,03-05-1964,Married,2
YBI473,YBI473@ybifoundation.ybif,Male,13-10-1964,Married,2
YBI474,YBI474@ybifoundation.ybif,Male,04-05-1964,Married,2
YBI475,YBI475@ybifoundation.ybif,Female,05-06-1964,Single,2
YBI476,YBI476@ybifoundation.ybif,Female,10-11-1956,Single,4
YBI477,YBI477@ybifoundation.ybif,Male,01-10-1956,Married,2
YBI478,YBI478@ybifoundation.ybif,Male,12-04-1934,Married,2
YBI479,YBI479@ybifoundation.ybif,Female,18-01-1934,Married,4
YBI480,YBI480@ybifoundation.ybif,Female,19-09-1963,Married,4
YBI481,YBI481@ybifoundation.ybif,Male,10-06-1963,Married,4
YBI482,YBI482@ybifoundation.ybif,Male,20-08-1963,Single,0
YBI483,YBI483@ybifoundation.ybif,Female,12-09-1963,Married,0
YBI484,YBI484@ybifoundation.ybif,Male,21-08-1963,Married,0
YBI485,YBI485@ybifoundation.ybif,Female,10-10-1963,Single,4
YBI486,YBI486@ybifoundation.ybif,Male,16-01-1962,Married,5
YBI487,YBI487@ybifoundation.ybif,Male,26-10-1962,Married,1
YBI488,YBI488@ybifoundation.ybif,Female,27-03-1962,Married,1
YBI489,YBI489@ybifoundation.ybif,Male,19-03-1962,Married,1
YBI490,YBI490@ybifoundation.ybif,Male,03-03-1962,Married,0
YBI491,YBI491@ybifoundation.ybif,Male,16-01-1961,Married,5
YBI492,YBI492@ybifoundation.ybif,Female,16-09-1961,Married,1
YBI493,YBI493@ybifoundation.ybif,Female,07-03-1961,Married,1
YBI494,YBI494@ybifoundation.ybif,Female,18-08-1961,Married,1
YBI495,YBI495@ybifoundation.ybif,Female,05-05-1961,Married,1
YBI496,YBI496@ybifoundation.ybif,Male,05-11-1961,Single,1
YBI497,YBI497@ybifoundation.ybif,Male,27-05-1955,Single,2
YBI498,YBI498@ybifoundation.ybif,Male,03-09-1955,Married,2
YBI499,YBI499@ybifoundation.ybif,Female,16-05-1954,Single,2
YBI500,YBI500@ybifoundation.ybif,Female,07-10-1935,Single,2
YBI501,YBI501@ybifoundation.ybif,Male,02-02-1935,Single,4
YBI502,YBI502@ybifoundation.ybif,Male,03-03-1935,Married,4
YBI503,YBI503@ybifoundation.ybif,Male,01-04-1936,Married,4
YBI504,YBI504@ybifoundation.ybif,Male,03-03-1960,Married,5
YBI505,YBI505@ybifoundation.ybif,Male,09-06-1960,Married,5
YBI506,YBI506@ybifoundation.ybif,Male,12-12-1960,Single,4
YBI507,YBI507@ybifoundation.ybif,Female,11-10-1960,Single,4
YBI508,YBI508@ybifoundation.ybif,Female,17-03-1960,Married,0
YBI509,YBI509@ybifoundation.ybif,Male,19-06-1960,Married,3
YBI510,YBI510@ybifoundation.ybif,Male,22-06-1960,Married,3
YBI511,YBI511@ybifoundation.ybif,Male,04-11-1954,Married,2
YBI512,YBI512@ybifoundation.ybif,Male,05-03-1954,Married,2
YBI513,YBI513@ybifoundation.ybif,Female,12-06-1954,Single,2
YBI514,YBI514@ybifoundation.ybif,Female,09-07-1953,Single,3
YBI515,YBI515@ybifoundation.ybif,Female,24-08-1953,Single,3
YBI516,YBI516@ybifoundation.ybif,Female,03-04-1953,Single,3
YBI517,YBI517@ybifoundation.ybif,Male,27-02-1953,Single,3
YBI518,YBI518@ybifoundation.ybif,Female,01-10-1953,Single,3
YBI519,YBI519@ybifoundation.ybif,Male,17-11-1953,Married,3
YBI520,YBI520@ybifoundation.ybif,Female,17-09-1952,Single,3
YBI521,YBI521@ybifoundation.ybif,Female,26-10-1952,Single,3
YBI522,YBI522@ybifoundation.ybif,Female,27-04-1937,Married,4
YBI523,YBI523@ybifoundation.ybif,Female,26-06-1937,Married,4
YBI524,YBI524@ybifoundation.ybif,Male,08-07-1938,Married,5
YBI525,YBI525@ybifoundation.ybif,Female,15-03-1938,Married,5
YBI526,YBI526@ybifoundation.ybif,Male,20-06-1938,Single,2
YBI527,YBI527@ybifoundation.ybif,Male,14-05-1939,Married,5
YBI528,YBI528@ybifoundation.ybif,Male,02-07-1939,Single,5
YBI529,YBI529@ybifoundation.ybif,Male,26-06-1939,Married,2
YBI530,YBI530@ybifoundation.ybif,Male,04-03-1940,Married,5
YBI531,YBI531@ybifoundation.ybif,Male,01-01-1940,Married,5
YBI532,YBI532@ybifoundation.ybif,Male,25-07-1940,Single,5
YBI533,YBI533@ybifoundation.ybif,Male,13-05-1940,Married,2
YBI534,YBI534@ybifoundation.ybif,Female,06-07-1968,Married,4
YBI535,YBI535@ybifoundation.ybif,Female,04-10-1962,Single,1
YBI536,YBI536@ybifoundation.ybif,Female,10-07-1962,Married,1
YBI537,YBI537@ybifoundation.ybif,Female,22-03-1961,Married,1
YBI538,YBI538@ybifoundation.ybif,Female,24-06-1961,Married,1
YBI539,YBI539@ybifoundation.ybif,Male,12-03-1962,Married,1
YBI540,YBI540@ybifoundation.ybif,Male,21-09-1961,Married,1
YBI541,YBI541@ybifoundation.ybif,Male,10-08-1961,Married,1
YBI542,YBI542@ybifoundation.ybif,Male,08-07-1961,Single,1
YBI543,YBI543@ybifoundation.ybif,Female,06-04-1936,Married,1
YBI544,YBI544@ybifoundation.ybif,Male,21-08-1936,Married,1
YBI545,YBI545@ybifoundation.ybif,Male,11-03-1962,Married,5
YBI546,YBI546@ybifoundation.ybif,Male,13-09-1958,Married,1
YBI547,YBI547@ybifoundation.ybif,Female,24-07-1957,Married,1
YBI548,YBI548@ybifoundation.ybif,Female,12-03-1957,Single,1
YBI549,YBI549@ybifoundation.ybif,Female,22-05-1955,Single,2
YBI550,YBI550@ybifoundation.ybif,Male,23-12-1955,Married,2
YBI551,YBI551@ybifoundation.ybif,Male,22-09-1955,Married,2
YBI552,YBI552@ybifoundation.ybif,Female,03-09-1954,Married,2
YBI553,YBI553@ybifoundation.ybif,Female,14-01-1937,Married,1
YBI554,YBI554@ybifoundation.ybif,Female,06-04-1939,Single,1
YBI555,YBI555@ybifoundation.ybif,Male,07-03-1940,Married,2
YBI556,YBI556@ybifoundation.ybif,Female,11-06-1941,Single,1
YBI557,YBI557@ybifoundation.ybif,Female,23-02-1942,Married,1
YBI558,YBI558@ybifoundation.ybif,Male,28-12-1942,Married,1
YBI559,YBI559@ybifoundation.ybif,Male,27-05-1980,Single,0
YBI560,YBI560@ybifoundation.ybif,Male,23-03-1979,Single,0
YBI561,YBI561@ybifoundation.ybif,Female,11-11-1978,Single,0
YBI562,YBI562@ybifoundation.ybif,Male,04-09-1978,Single,0
YBI563,YBI563@ybifoundation.ybif,Male,02-08-1978,Single,0
YBI564,YBI564@ybifoundation.ybif,Female,28-04-1977,Married,0
YBI565,YBI565@ybifoundation.ybif,Male,11-11-1977,Married,0
YBI566,YBI566@ybifoundation.ybif,Male,20-10-1977,Single,0
YBI567,YBI567@ybifoundation.ybif,Female,09-06-1979,Single,1
YBI568,YBI568@ybifoundation.ybif,Female,25-10-1979,Married,0
YBI569,YBI569@ybifoundation.ybif,Male,22-02-1979,Married,0
YBI570,YBI570@ybifoundation.ybif,Male,25-11-1978,Single,1
YBI571,YBI571@ybifoundation.ybif,Female,04-08-1978,Married,0
YBI572,YBI572@ybifoundation.ybif,Female,01-04-1978,Married,0
YBI573,YBI573@ybifoundation.ybif,Female,27-05-1978,Married,0
YBI574,YBI574@ybifoundation.ybif,Female,15-05-1978,Single,0
YBI575,YBI575@ybifoundation.ybif,Female,20-09-1943,Married,1
YBI576,YBI576@ybifoundation.ybif,Male,28-06-1943,Single,1
YBI577,YBI577@ybifoundation.ybif,Male,09-05-1943,Married,1
YBI578,YBI578@ybifoundation.ybif,Male,10-06-1943,Single,1
YBI579,YBI579@ybifoundation.ybif,Male,23-02-1961,Married,4
YBI580,YBI580@ybifoundation.ybif,Female,22-05-1960,Single,1
YBI581,YBI581@ybifoundation.ybif,Male,18-11-1959,Married,1
YBI582,YBI582@ybifoundation.ybif,Male,02-03-1959,Single,2
YBI583,YBI583@ybifoundation.ybif,Female,22-08-1959,Married,2
YBI584,YBI584@ybifoundation.ybif,Male,19-01-1958,Married,2
YBI585,YBI585@ybifoundation.ybif,Female,16-10-1960,Married,3
YBI586,YBI586@ybifoundation.ybif,Male,11-08-1960,Single,3
YBI587,YBI587@ybifoundation.ybif,Female,02-06-1959,Single,3
YBI588,YBI588@ybifoundation.ybif,Male,24-07-1959,Married,3
YBI589,YBI589@ybifoundation.ybif,Male,24-04-1970,Single,1
YBI590,YBI590@ybifoundation.ybif,Female,19-10-1970,Single,1
YBI591,YBI591@ybifoundation.ybif,Female,27-12-1970,Single,2
YBI592,YBI592@ybifoundation.ybif,Male,07-02-1970,Single,2
YBI593,YBI593@ybifoundation.ybif,Male,17-01-1969,Single,2
YBI594,YBI594@ybifoundation.ybif,Male,23-10-1969,Single,2
YBI595,YBI595@ybifoundation.ybif,Female,18-10-1970,Single,0
YBI596,YBI596@ybifoundation.ybif,Male,05-10-1969,Married,2
YBI597,YBI597@ybifoundation.ybif,Female,04-06-1969,Single,0
